"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"1674","ESSFdkp/Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1675","ESSFdkp/Gg16","Rough fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1676","ESSFdkw/101","BlSe – Grouseberry – Leafy liverwort",NA,NA
"1677","ESSFdkw/101.1","BlSe – Grouseberry – Leafy liverwort",NA,NA
"1678","ESSFdkw/101.2","BlSe – Rhododendeon – Grouseberry",NA,NA
"1679","ESSFdkw/102","BlLa – Grouseberry",NA,NA
"1680","ESSFdkw/103","BlSePa – Grouseberry",NA,NA
"1681","ESSFdkw/110","BlSe – Grouseberry – Valerian",NA,NA
"1682","ESSFdkw/Ag01","Timber oatgrass – Grouseberry – Sandwort","Ag","alpine grassland"
"1683","ESSFdkw/Gb20","Saskatoon – Soopolallie – Juniper","Gb","brushland"
"1684","ESSFdkw/Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1685","ESSFdkw/Gg16","Rough fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"1686","ESSFdkw/Gg17","Idaho fescue – Bluebunch wheatgrass – Sulphur buckwheat","Gg","grassland "
"1687","ESSFdkw/Gg33","Pinegrass – Yellow penstemon","Gg","grassland "
"1688","ESSFdkw/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1689","ESSFdkw/Ro07","Juniper – Soopolallie – Shrubby cinquefoil","Ro","rocky outcrop"
"1690","ESSFdkw/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"1691","ESSFdkw/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1692","ESSFdkw/Rt01","Rocktripe – Green map","Rt","talus"
"1693","ESSFdkw/Rt20","Spotted saxifrage – Clad lichen","Rt","talus"
"1694","ESSFdkw/Rt21","La – Pink mountain-heath – Heron's-bill","Rt","talus"
"1695","ESSFdkw/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1696","ESSFdkw/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1697","ESSFdkw/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"1698","ESSFdkw/Vh02","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1699","ESSFdkw/Vh02.1","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1700","ESSFdkw/Vh02.2","Valerian – Showy sedge – Fireweed","Vh","avalanche herb"
"1701","ESSFdkw/Vh10","Fireweed – Grouseberry","Vh","avalanche herb"
"1702","ESSFdkw/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"1703","ESSFdkw/Vh12","Idaho fescue – Sulphur buckwheat – Fireweed","Vh","avalanche herb"
"1704","ESSFdkw/Vs03","Sitka alder – Hellebore","Vs","avalanche shrub"
"1705","ESSFdkw/Vs12","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"1706","ESSFdkw/Vs13","Huckleberry – Bear-grass – Fireweed","Vs","avalanche shrub"
"1707","ESSFdkw/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"1708","ESSFdkw/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1709","ESSFdkw/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1710","ESSFdkw/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1711","ESSFdkw/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1712","ESSFdkw/Ws13","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1713","ESSFmc/01","Bl – Huckleberry – Leafy liverwort",NA,NA
"1714","ESSFmc/01a","Bl – Huckleberry – Leafy liverwort; Medium-textured",NA,NA
"1715","ESSFmc/01b","Bl – Huckleberry – Leafy liverwort; Fine-textured",NA,NA
"1716","ESSFmc/02","BlPl – Juniper – Cladonia",NA,NA
"1717","ESSFmc/03","Bl – Huckleberry – Crowberry",NA,NA
"1718","ESSFmc/04","Bl – Huckleberry – Heron's-bill",NA,NA
"1719","ESSFmc/05","Bl – Huckleberry – Thimbleberry",NA,NA
"1720","ESSFmc/06","Bl – Oak fern – Heron's-bill",NA,NA
"1721","ESSFmc/07","Bl – Devil's club – Lady fern",NA,NA
"1722","ESSFmc/08","Bl – Valerian – Sickle moss","SN","late snow"
"1723","ESSFmc/09","Bl – Horsetail – Glow moss",NA,NA
"1724","ESSFmc/10","Bl – Horsetail – Leafy moss",NA,NA
"1725","ESSFmc/11","Pl – Few-flowered sedge – Peat moss",NA,NA
"1726","ESSFmc/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"1727","ESSFmc/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"1728","ESSFmc/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1729","ESSFmc/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"1730","ESSFmc/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1731","ESSFmc/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1732","ESSFmc/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"1733","ESSFmcw/101","Bl – Huckleberry – (Valerian) – Heron's-bill",NA,NA
"1734","ESSFmcw/101a","Bl – Huckleberry – (Valerian) – Heron's-bill; Mesic phase",NA,NA
"1735","ESSFmcw/101b","Bl – Huckleberry – (Valerian) – Heron's-bill; Submesic phase",NA,NA
"1736","ESSFmcw/102","Bl(Pa) – Crowberry – Heron's-bill",NA,NA
"1737","ESSFmcw/103","Bl – Mountain-heather – Leafy liverwort","SN","late snow"
"1738","ESSFmcw/110","Bl – Valerian – Leafy liverwort",NA,NA
"1739","ESSFmcw/111","Bl – Leatherleaf – Leafy moss",NA,NA
"1740","ESSFmh/101","BlSe – Rhododendron – Foamflower",NA,NA
"1741","ESSFmh/102","FdPl – Juniper – Falsebox",NA,NA
"1742","ESSFmh/103","BlFd – Huckleberry – Falsebox",NA,NA
"1743","ESSFmh/104","BlPl – Falsebox – Grouseberry",NA,NA
"1744","ESSFmh/105","BlCwLw – Queen's cup",NA,NA
"1745","ESSFmh/110","Bl – Rhododendron – Oak fern",NA,NA
"1746","ESSFmh/111","BlSe – Lady fern – Oak fern",NA,NA
"1747","ESSFmh/112","SeBl – Horsetail – Arrow–leaved groundsel",NA,NA
"1748","ESSFmh/112a","SeBl – Horsetail – Arrow–leaved groundsel; Riparian phase",NA,NA
"1749","ESSFmh/112b","SeBl – Horsetail – Arrow–leaved groundsel; Swamp phase",NA,NA
"1750","ESSFmh/Ff01","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"1751","ESSFmh/Ff01a","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"1752","ESSFmh/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"1753","ESSFmh/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"1754","ESSFmh/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"1755","ESSFmh/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"1756","ESSFmh/Gb21","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"1757","ESSFmh/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"1758","ESSFmh/Gg11$2.4","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"1759","ESSFmh/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1760","ESSFmh/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1761","ESSFmh/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"1762","ESSFmh/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"1763","ESSFmh/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"1764","ESSFmh/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"1765","ESSFmh/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"1766","ESSFmh/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1767","ESSFmh/Rt01","Rocktripe – Green map","Rt","talus"
"1768","ESSFmh/Rt02","Rock moss – Clad lichen","Rt","talus"
"1769","ESSFmh/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"1770","ESSFmh/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"1771","ESSFmh/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"1772","ESSFmh/Rt07.2","Juniper – Rocktripe","Rt","talus"
"1773","ESSFmh/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1774","ESSFmh/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1775","ESSFmh/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"1776","ESSFmh/Vh02","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1777","ESSFmh/Vh02.1","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1778","ESSFmh/Vh03","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"1779","ESSFmh/Vh10","Fireweed – Grouseberry","Vh","avalanche herb"
"1780","ESSFmh/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"1781","ESSFmh/Vs01","Sitka alder – Lady fern","Vs","avalanche shrub"
"1782","ESSFmh/Vs01.1","Sitka alder – Lady fern","Vs","avalanche shrub"
"1783","ESSFmh/Vs01.2","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"1784","ESSFmh/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"1785","ESSFmh/Vs04","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"1786","ESSFmh/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1787","ESSFmh/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1788","ESSFmh/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1789","ESSFmh/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1790","ESSFmh/Vs12","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"1791","ESSFmh/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"1792","ESSFmh/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"1793","ESSFmh/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"1794","ESSFmh/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"1795","ESSFmh/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"1796","ESSFmh/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1797","ESSFmh/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"1798","ESSFmh/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"1799","ESSFmh/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"1800","ESSFmh/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1801","ESSFmh/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1802","ESSFmh/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"1803","ESSFmh/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1804","ESSFmh/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"1805","ESSFmh/Ws08","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1806","ESSFmh/Ws08.1","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1807","ESSFmh/Ws08.2","SeBl – Horsetail – Canby's Lovage","Ws","wetland swamp"
"1808","ESSFmh/Ws13","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1809","ESSFmk/01","BlHm – Twistedstalk",NA,NA
"1810","ESSFmk/02","BlPa – Cladonia",NA,NA
"1811","ESSFmk/02a","BlPa – Cladonia; Lithic",NA,NA
"1812","ESSFmk/02b","BlPa – Cladonia; Fluvial",NA,NA
"1813","ESSFmk/03","BlHm – Cladonia",NA,NA
"1814","ESSFmk/04","BlHm – Oak fern",NA,NA
"1815","ESSFmk/05","Bl – Devil's club – Lady fern",NA,NA
"1816","ESSFmk/06","Bl – Horsetail – Leafy moss",NA,NA
"1817","ESSFmk/07","Bl – Lady fern – Horsetail",NA,NA
"1818","ESSFmkw/101","Bl(Hm) – Huckleberry – (Twistedstalk) – Heron's-bill",NA,NA
"1819","ESSFmkw/102","BlPa(Hm) – Huckleberry – Clad lichens",NA,NA
"1820","ESSFmkw/103","BlHm – Mountain-heather – Leafy liverwort","SN","late snow"
"1821","ESSFmkw/104","BlHm – Huckleberry – Blueberry",NA,NA
"1822","ESSFmkw/110","Bl(Hm) – Huckleberry – Valerian – Leafy moss",NA,NA
"1823","ESSFmkw/111","Bl – Valerian – Sitka burnet – Horsetail",NA,NA
"1824","ESSFmm1/01","Bl – Azalea – Gooseberry",NA,NA
"1825","ESSFmm1/02","Bl – Huckleberry – Feather moss",NA,NA
"1826","ESSFmm1/03","BlPl – Cladina",NA,NA
"1827","ESSFmm1/04","Bl – Azalea – Rhododendron",NA,NA
"1828","ESSFmm1/05","Bl – Oak fern – Bramble",NA,NA
"1829","ESSFmm1/06","Bl – Devil's club – Lady fern",NA,NA
"1830","ESSFmm1/07","Bl – Labrador tea – Horsetail",NA,NA
"1831","ESSFmm3/101","Bl – Azalea – Bramble",NA,NA
"1832","ESSFmm3/102","BlFd – Juniper – Clad lichen",NA,NA
"1833","ESSFmm3/103","Bl – Huckleberry – Clad lichen",NA,NA
"1834","ESSFmm3/104","Bl – Azalea – Feather moss",NA,NA
"1835","ESSFmm3/110","BlSe – Azalea – Oak fern",NA,NA
"1836","ESSFmm3/111","BlSe – Valerian – Leafy liverwort",NA,NA
"1837","ESSFmm3/112","Se – Horsetail – Valerian",NA,NA
"1838","ESSFmv1/01","Bl – Rhododendron – Feather moss",NA,NA
"1839","ESSFmv1/02","Pl – Huckleberry – Cladonia",NA,NA
"1840","ESSFmv1/03","Bl – Huckleberry – Feather moss",NA,NA
"1841","ESSFmv1/04","Bl – Huckleberry – Gooseberry",NA,NA
"1842","ESSFmv1/05","Bl – Horsetail – Glow moss",NA,NA
"1843","ESSFmv2/01","Bl – Rhododendron – Feather moss",NA,NA
"1844","ESSFmv2/02","Bl – Lingonberry",NA,NA
"1845","ESSFmv2/03","BlSb – Labrador tea","CA","cold aspects - cold air"
"1846","ESSFmv2/04","Bl – Oak fern – Knight's plume",NA,NA
"1847","ESSFmv2/05","Bl – Devil's club – Rhododendron",NA,NA
"1848","ESSFmv2/06","Bl – Alder – Horsetail",NA,NA
"1849","ESSFmv2/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"1850","ESSFmv3/01","Bl – Rhododendron – Feather moss",NA,NA
"1851","ESSFmv3/02","BlPl – Crowberry – Cladina",NA,NA
"1852","ESSFmv3/03","BlSb – Labrador tea","CA","cold aspects - cold air"
"1853","ESSFmv3/04","Bl – Oak fern – Knight's plume",NA,NA
"1854","ESSFmv3/05","Bl – Devil's club – Rhododendron",NA,NA
"1855","ESSFmv3/06","Sxw – Huckleberry – High bush-cranberry",NA,NA
"1856","ESSFmv3/07","Bl – Horsetail – Feather moss",NA,NA
"1857","ESSFmv3/08","BlPl – Rhododendron",NA,NA
"1858","ESSFmv4/01","Bl – Rhododendron – Feather moss",NA,NA
"1859","ESSFmv4/02","BlPl – Crowberry – Cladina",NA,NA
"1860","ESSFmv4/03","BlSb – Labrador tea","CA","cold aspects - cold air"
"1861","ESSFmv4/04","Bl – Rhododendron – Horsetail",NA,NA
"1862","ESSFmv4/05","Bl – Alder – Horsetail",NA,NA
"1863","ESSFmw1/101","BlBa – Rhododendron – Bramble",NA,NA
"1864","ESSFmw1/102","PlBl – Grouseberry – Rock mosses",NA,NA
"1865","ESSFmw1/102.1","PlBl – Grouseberry – Rock mosses",NA,NA
"1866","ESSFmw1/102.2","Bl – Huckleberry – Rock mosses",NA,NA
"1867","ESSFmw1/103","BlPl – Falsebox – Grouseberry",NA,NA
"1868","ESSFmw1/104","FdPl – Falsebox – Pinegrass","IN","insolation"
"1869","ESSFmw1/105","BlBa – Huckleberry – Pipecleaner moss",NA,NA
"1870","ESSFmw1/110","Bl – Valerian – Foamflower","CAS","cold aspects - cold air"
"1871","ESSFmw1/111","Se – Horsetail – Valerian",NA,NA
"1872","ESSFmw1/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1873","ESSFmw1/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1874","ESSFmw1/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"1875","ESSFmw1/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1876","ESSFmw1/Rt01","Rocktripe – Green map","Rt","talus"
"1877","ESSFmw1/Rt02","Rock moss – Clad lichen","Rt","talus"
"1878","ESSFmw1/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1879","ESSFmw1/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"1880","ESSFmw1/Vh02","Valerian – Hellebore – Fireweed","Vh","avalanche herb"
"1881","ESSFmw1/Vh04","Valerian – Meadowrue – Waterleaf","Vh","avalanche herb"
"1882","ESSFmw1/Vs01","Sitka alder – Lady fern","Vs","avalanche shrub"
"1883","ESSFmw1/Vs01.1","Sitka alder – Lady fern","Vs","avalanche shrub"
"1884","ESSFmw1/Vs01.2","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"1885","ESSFmw1/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"1886","ESSFmw1/Vs03","Sitka alder – Hellebore","Vs","avalanche shrub"
"1887","ESSFmw1/Vs04","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"1888","ESSFmw1/Vs05","Sitka alder – Waterleaf","Vs","avalanche shrub"
"1889","ESSFmw1/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1890","ESSFmw1/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1891","ESSFmw1/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1892","ESSFmw1/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"1893","ESSFmw1/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"1894","ESSFmw1/Vs50","Sitka alder – Salmonberry","Vs","avalanche shrub"
"1895","ESSFmw1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"1896","ESSFmw1/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"1897","ESSFmw1/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1898","ESSFmw1/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"1899","ESSFmw1/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"1900","ESSFmw1/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"1901","ESSFmw1/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1902","ESSFmw1/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1903","ESSFmw1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"1904","ESSFmw1/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"1905","ESSFmw1/Ws08","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1906","ESSFmw1/Ws08.1","Bl – Valerian – Horsetail","Ws","wetland swamp"
"1907","ESSFmw1/Ws13","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"1908","ESSFmw2/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"1909","ESSFmw2/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"1910","ESSFmw2/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1911","ESSFmw2/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"1912","ESSFmw2/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1913","ESSFmw2/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"1914","ESSFvc/01","BlHm – Rhododendron – Oak fern",NA,NA
"1915","ESSFvc/02","BlHm – Rhododendron – Leafy liverwort",NA,NA
"1916","ESSFvc/03","BlHm – Rhododendron – Pipecleaner moss",NA,NA
"1917","ESSFvc/04","BlHm – Devil's club – Lady fern",NA,NA
"1918","ESSFvc/05","BlHm – Horsetail",NA,NA
"1919","ESSFvc/06","Sedge – Sphagnum",NA,NA
"1920","ESSFwc2/01","Bl – Azalea – Oak fern",NA,NA
"1921","ESSFwc2/02","Pl – Huckleberry – Cladonia",NA,NA
"1922","ESSFwc2/03","Bl – Huckleberry – Arnica",NA,NA
"1923","ESSFwc2/04","Bl – Rhododendron – Heron's-bill",NA,NA
"1924","ESSFwc2/05","Bl – Azalea – Feather moss",NA,NA
"1925","ESSFwc2/06","Bl – Valerian – Oak fern",NA,NA
"1926","ESSFwc2/07","Bl – Devil's club – Lady fern",NA,NA
"1927","ESSFwc2/08","Bl – Horsetail – Sphagnum",NA,NA
"1928","ESSFwc2/09","Pl – Dwarf blueberry – Sphagnum",NA,NA
"1929","ESSFwc2/10","Sedge – Sphagnum",NA,NA
"1930","ESSFwc2/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1931","ESSFwc2/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"1932","ESSFwc2/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"1933","ESSFwc3/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"1934","ESSFwc3/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"1935","ESSFwc3/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"1936","ESSFwc3/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"1937","ESSFwc3/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"1938","ESSFwc4/101","Bl – Rhododendron – Oak fern",NA,NA
"1939","ESSFwc4/102","BlPa – Huckleberry – Clad lichen",NA,NA
"1940","ESSFwc4/103","Bl – Rhododendron – Huckleberry – Heron's-bill",NA,NA
"1941","ESSFwc4/103a","Bl – Rhododendron – Huckleberry – Heron's-bill; Subxeric phase",NA,NA
"1942","ESSFwc4/103b","Bl – Rhododendron – Huckleberry – Heron's-bill; Submesic phase",NA,NA
"1943","ESSFwc4/110","BlSe – Lady fern – Oak fern",NA,NA
"1944","ESSFwc4/111","Bl – Valerian – Foamflower",NA,NA
"1945","ESSFwc4/112","Se – Horsetail – Valerian",NA,NA
"1946","ESSFwc4/112a","Se – Horsetail – Valerian; Riparian phase",NA,NA
"1947","ESSFwc4/112b","Se – Valerian – Horsetail; Swamp phase",NA,NA
"1948","ESSFwc4/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1949","ESSFwc4/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"1950","ESSFwc4/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"1951","ESSFwc4/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"1952","ESSFwc4/Ro12","Mountain-heather – Alaska saxifrage – Rock moss","Ro","rocky outcrop"
"1953","ESSFwc4/Rt01","Rocktripe – Green map","Rt","talus"
"1954","ESSFwc4/Rt02","Rock moss – Clad lichen","Rt","talus"
"1955","ESSFwc4/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
